Year,Type of economic activity,Organisation and legal forms,Region,Value
2025,library_and_archives_activities,,,
2015,museums_activities,,,
2016,museums_activities,,,
2017,museums_activities,,,
2018,museums_activities,,,
2019,museums_activities,,,
2020,museums_activities,,,
2021,museums_activities,,,62.6
2022,museums_activities,,,64.5
2023,museums_activities,,,64.9
2024,museums_activities,,,65.4
2025,museums_activities,,,
2015,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,
2016,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,
2017,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,
2018,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,
2019,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,
2020,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,
2021,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,40.9
2022,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,43.3
2023,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,47.0
2024,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,49.3
2025,operation_of_historical_sites_and_buildings_and_similar_visitor_attractions,,,
2015,botanical_and_zoological_gardens_and_nature_reserves_activities,,,
2016,botanical_and_zoological_gardens_and_nature_reserves_activities,,,
2017,botanical_and_zoological_gardens_and_nature_reserves_activities,,,
2018,botanical_and_zoological_gardens_and_nature_reserves_activities,,,
2019,botanical_and_zoological_gardens_and_nature_reserves_activities,,,
2020,botanical_and_zoological_gardens_and_nature_reserves_activities,,,
2021,botanical_and_zoological_gardens_and_nature_reserves_activities,,,23.1
2022,botanical_and_zoological_gardens_and_nature_reserves_activities,,,23.1
2023,botanical_and_zoological_gardens_and_nature_reserves_activities,,,24.2
2024,botanical_and_zoological_gardens_and_nature_reserves_activities,,,24.7
2025,botanical_and_zoological_gardens_and_nature_reserves_activities,,,
2015,gambling_and_betting_activities,,,
2016,gambling_and_betting_activities,,,
2017,gambling_and_betting_activities,,,
2018,gambling_and_betting_activities,,,
2019,gambling_and_betting_activities,,,
2020,gambling_and_betting_activities,,,
2021,gambling_and_betting_activities,,,23.8
2022,gambling_and_betting_activities,,,24.7
2023,gambling_and_betting_activities,,,14.8
2024,gambling_and_betting_activities,,,15.2
2025,gambling_and_betting_activities,,,
2015,operation_of_sports_facilities,,,
2016,operation_of_sports_facilities,,,
2017,operation_of_sports_facilities,,,
2018,operation_of_sports_facilities,,,
2019,operation_of_sports_facilities,,,
2020,operation_of_sports_facilities,,,
2021,operation_of_sports_facilities,,,17.0
2022,operation_of_sports_facilities,,,19.0
2023,operation_of_sports_facilities,,,18.2
2024,operation_of_sports_facilities,,,20.3
2025,operation_of_sports_facilities,,,
2015,activities_of_sport_clubs,,,
2016,activities_of_sport_clubs,,,
2017,activities_of_sport_clubs,,,
2018,activities_of_sport_clubs,,,
2019,activities_of_sport_clubs,,,
2020,activities_of_sport_clubs,,,
2021,activities_of_sport_clubs,,,12.7
2022,activities_of_sport_clubs,,,12.6
2023,activities_of_sport_clubs,,,12.6
2024,activities_of_sport_clubs,,,11.8
2025,activities_of_sport_clubs,,,
2015,fitness_facilities,,,
2016,fitness_facilities,,,
2017,fitness_facilities,,,
2018,fitness_facilities,,,
2019,fitness_facilities,,,
2020,fitness_facilities,,,
2021,fitness_facilities,,,44.4
2022,fitness_facilities,,,37.7
2023,fitness_facilities,,,39.0
2024,fitness_facilities,,,48.2
2025,fitness_facilities,,,
2015,other_sports_activities,,,
2016,other_sports_activities,,,
2017,other_sports_activities,,,
2018,other_sports_activities,,,
2019,other_sports_activities,,,
2020,other_sports_activities,,,
2021,other_sports_activities,,,17.4
2022,other_sports_activities,,,16.8
2023,other_sports_activities,,,17.3
2024,other_sports_activities,,,18.8
2025,other_sports_activities,,,
2015,activities_of_amusement_parks_and_theme_parks,,,
2016,activities_of_amusement_parks_and_theme_parks,,,
2017,activities_of_amusement_parks_and_theme_parks,,,
2018,activities_of_amusement_parks_and_theme_parks,,,
2019,activities_of_amusement_parks_and_theme_parks,,,
2020,activities_of_amusement_parks_and_theme_parks,,,
2021,activities_of_amusement_parks_and_theme_parks,,,35.3
2022,activities_of_amusement_parks_and_theme_parks,,,38.2
2023,activities_of_amusement_parks_and_theme_parks,,,39.0
2024,activities_of_amusement_parks_and_theme_parks,,,41.3
2025,activities_of_amusement_parks_and_theme_parks,,,
2015,other_amusement_and_recreation_activities,,,
2016,other_amusement_and_recreation_activities,,,
2017,other_amusement_and_recreation_activities,,,
2018,other_amusement_and_recreation_activities,,,
2019,other_amusement_and_recreation_activities,,,
2020,other_amusement_and_recreation_activities,,,
2021,other_amusement_and_recreation_activities,,,48.2
2022,other_amusement_and_recreation_activities,,,51.5
2023,other_amusement_and_recreation_activities,,,53.0
2024,other_amusement_and_recreation_activities,,,53.2
2025,other_amusement_and_recreation_activities,,,
2015,activities_of_organizations_of_industrialists_and_entrepreneurs,,,
2016,activities_of_organizations_of_industrialists_and_entrepreneurs,,,
2017,activities_of_organizations_of_industrialists_and_entrepreneurs,,,
2018,activities_of_organizations_of_industrialists_and_entrepreneurs,,,
2019,activities_of_organizations_of_industrialists_and_entrepreneurs,,,
2020,activities_of_organizations_of_industrialists_and_entrepreneurs,,,
2021,activities_of_organizations_of_industrialists_and_entrepreneurs,,,18.0
2022,activities_of_organizations_of_industrialists_and_entrepreneurs,,,17.8
2023,activities_of_organizations_of_industrialists_and_entrepreneurs,,,17.5
2024,activities_of_organizations_of_industrialists_and_entrepreneurs,,,17.6
2025,activities_of_organizations_of_industrialists_and_entrepreneurs,,,
2015,activities_of_professional_public_organizations,,,
2016,activities_of_professional_public_organizations,,,
2017,activities_of_professional_public_organizations,,,
2018,activities_of_professional_public_organizations,,,
2019,activities_of_professional_public_organizations,,,
2020,activities_of_professional_public_organizations,,,
2021,activities_of_professional_public_organizations,,,32.0
2022,activities_of_professional_public_organizations,,,32.4
2023,activities_of_professional_public_organizations,,,32.7
2024,activities_of_professional_public_organizations,,,32.8
2025,activities_of_professional_public_organizations,,,
2015,activities_of_trade_unions,,,
2016,activities_of_trade_unions,,,
2017,activities_of_trade_unions,,,
2018,activities_of_trade_unions,,,
2019,activities_of_trade_unions,,,
2020,activities_of_trade_unions,,,
2021,activities_of_trade_unions,,,62.4
2022,activities_of_trade_unions,,,62.3
2023,activities_of_trade_unions,,,62.4
2024,activities_of_trade_unions,,,62.4
2025,activities_of_trade_unions,,,
2015,activities_of_religious_organizations,,,
2016,activities_of_religious_organizations,,,
2017,activities_of_religious_organizations,,,
2018,activities_of_religious_organizations,,,
2019,activities_of_religious_organizations,,,
2020,activities_of_religious_organizations,,,
2021,activities_of_religious_organizations,,,4.5
2022,activities_of_religious_organizations,,,4.6
2023,activities_of_religious_organizations,,,4.9
2024,activities_of_religious_organizations,,,5.2
2025,activities_of_religious_organizations,,,
2015,activities_of_political_organizations,,,
2016,activities_of_political_organizations,,,
2017,activities_of_political_organizations,,,
2018,activities_of_political_organizations,,,
2019,activities_of_political_organizations,,,
2020,activities_of_political_organizations,,,
2021,activities_of_political_organizations,,,22.8
2022,activities_of_political_organizations,,,22.2
2023,activities_of_political_organizations,,,22.2
2024,activities_of_political_organizations,,,22.4
2025,activities_of_political_organizations,,,
2015,activities_of_other_public_organizations_n_e_c,,,
2016,activities_of_other_public_organizations_n_e_c,,,
2017,activities_of_other_public_organizations_n_e_c,,,
2018,activities_of_other_public_organizations_n_e_c,,,
2019,activities_of_other_public_organizations_n_e_c,,,
2020,activities_of_other_public_organizations_n_e_c,,,
2021,activities_of_other_public_organizations_n_e_c,,,29.1
2022,activities_of_other_public_organizations_n_e_c,,,29.4
2023,activities_of_other_public_organizations_n_e_c,,,29.8
2024,activities_of_other_public_organizations_n_e_c,,,30.3
2025,activities_of_other_public_organizations_n_e_c,,,
2015,repair_of_computers_and_peripheral_equipment,,,
2016,repair_of_computers_and_peripheral_equipment,,,
2017,repair_of_computers_and_peripheral_equipment,,,
2018,repair_of_computers_and_peripheral_equipment,,,
2019,repair_of_computers_and_peripheral_equipment,,,
2020,repair_of_computers_and_peripheral_equipment,,,
2021,repair_of_computers_and_peripheral_equipment,,,17.8
2022,repair_of_computers_and_peripheral_equipment,,,16.8
2023,repair_of_computers_and_peripheral_equipment,,,17.4
2024,repair_of_computers_and_peripheral_equipment,,,22.8
2025,repair_of_computers_and_peripheral_equipment,,,
2015,repair_of_communication_equipment,,,
2016,repair_of_communication_equipment,,,
2017,repair_of_communication_equipment,,,
2018,repair_of_communication_equipment,,,
2019,repair_of_communication_equipment,,,
2020,repair_of_communication_equipment,,,
2021,repair_of_communication_equipment,,,12.7
2022,repair_of_communication_equipment,,,19.1
2023,repair_of_communication_equipment,,,20.0
2024,repair_of_communication_equipment,,,25.0
2025,repair_of_communication_equipment,,,
2015,repair_of_consumer_electronics,,,
2016,repair_of_consumer_electronics,,,
2017,repair_of_consumer_electronics,,,
2018,repair_of_consumer_electronics,,,
2019,repair_of_consumer_electronics,,,
2020,repair_of_consumer_electronics,,,
2021,repair_of_consumer_electronics,,,16.5
2022,repair_of_consumer_electronics,,,15.2
2023,repair_of_consumer_electronics,,,22.8
2024,repair_of_consumer_electronics,,,21.7
2025,repair_of_consumer_electronics,,,
2015,repair_of_household_appliances_and_home_and_garden_equipment,,,
2016,repair_of_household_appliances_and_home_and_garden_equipment,,,
2017,repair_of_household_appliances_and_home_and_garden_equipment,,,
2018,repair_of_household_appliances_and_home_and_garden_equipment,,,
2019,repair_of_household_appliances_and_home_and_garden_equipment,,,
2020,repair_of_household_appliances_and_home_and_garden_equipment,,,
2021,repair_of_household_appliances_and_home_and_garden_equipment,,,14.8
2022,repair_of_household_appliances_and_home_and_garden_equipment,,,12.8
2023,repair_of_household_appliances_and_home_and_garden_equipment,,,12.3
2024,repair_of_household_appliances_and_home_and_garden_equipment,,,14.0
2025,repair_of_household_appliances_and_home_and_garden_equipment,,,
2015,repair_of_footwear_and_leather_goods,,,
2016,repair_of_footwear_and_leather_goods,,,
2017,repair_of_footwear_and_leather_goods,,,
2018,repair_of_footwear_and_leather_goods,,,
2019,repair_of_footwear_and_leather_goods,,,
2020,repair_of_footwear_and_leather_goods,,,
2021,repair_of_footwear_and_leather_goods,,,58.3
2022,repair_of_footwear_and_leather_goods,,,55.6
2023,repair_of_footwear_and_leather_goods,,,56.2
2024,repair_of_footwear_and_leather_goods,,,50.0
2025,repair_of_footwear_and_leather_goods,,,
2015,repair_of_furniture_and_home_furnishings,,,
2016,repair_of_furniture_and_home_furnishings,,,
2017,repair_of_furniture_and_home_furnishings,,,
2018,repair_of_furniture_and_home_furnishings,,,
2019,repair_of_furniture_and_home_furnishings,,,
2020,repair_of_furniture_and_home_furnishings,,,
2021,repair_of_furniture_and_home_furnishings,,,19.1
2022,repair_of_furniture_and_home_furnishings,,,11.1
2023,repair_of_furniture_and_home_furnishings,,,23.1
2024,repair_of_furniture_and_home_furnishings,,,23.1
2025,repair_of_furniture_and_home_furnishings,,,
2015,repair_of_watches_clocks_and_jewellery,,,
2016,repair_of_watches_clocks_and_jewellery,,,
2017,repair_of_watches_clocks_and_jewellery,,,
2018,repair_of_watches_clocks_and_jewellery,,,
2019,repair_of_watches_clocks_and_jewellery,,,
2020,repair_of_watches_clocks_and_jewellery,,,
2021,repair_of_watches_clocks_and_jewellery,,,33.3
2022,repair_of_watches_clocks_and_jewellery,,,34.6
2023,repair_of_watches_clocks_and_jewellery,,,28.6
2024,repair_of_watches_clocks_and_jewellery,,,35.3
